Frequency (Hz)	Level (dB)
12661.523438	-68.043945
12683.056641	-69.312889
12704.589844	-67.923828
12726.123047	-64.801620
12747.656250	-64.680466
12769.189453	-64.495766
12790.722656	-66.701180
12812.255859	-72.870949
12833.789062	-72.846283
12855.322266	-74.234421
12876.855469	-74.859459
12898.388672	-74.454399
12919.921875	-76.019829
12941.455078	-70.006332
12962.988281	-67.886803
12984.521484	-70.931259
13006.054688	-74.904015
13027.587891	-75.861610
13049.121094	-74.819664
13070.654297	-75.355415
13092.187500	-76.660347
13113.720703	-77.284233
13135.253906	-80.737373
13156.787109	-80.701363
13178.320312	-80.744263
13199.853516	-81.474060
13221.386719	-80.268341
13242.919922	-80.679062
13264.453125	-78.884377
13285.986328	-76.338501
13307.519531	-79.773956
13329.052734	-84.019073
13350.585938	-86.793083
13372.119141	-88.096146
13393.652344	-87.718384
13415.185547	-85.642982
13436.718750	-84.461533
13458.251953	-87.356018
13479.785156	-88.780655
13501.318359	-86.865257
13522.851562	-84.986488
13544.384766	-82.651268
13565.917969	-80.120590
13587.451172	-76.095154
13608.984375	-73.583809
13630.517578	-76.075554
13652.050781	-80.577927
13673.583984	-82.118286
13695.117188	-83.992050
13716.650391	-82.646088
13738.183594	-82.250343
13759.716797	-81.622650
13781.250000	-84.077560
13802.783203	-86.958931
13824.316406	-84.389030
13845.849609	-82.229401
13867.382812	-81.239944
13888.916016	-79.057823
13910.449219	-76.675278
13931.982422	-74.003937
13953.515625	-76.268562
13975.048828	-80.400772
13996.582031	-81.632286
14018.115234	-83.030289
14039.648438	-82.856094
14061.181641	-82.644928
14082.714844	-83.162949
14104.248047	-84.776337
14125.781250	-86.606308
14147.314453	-86.629967
14168.847656	-85.148445
14190.380859	-85.179733
14211.914062	-84.216515
14233.447266	-81.115112
14254.980469	-78.081863
14276.513672	-80.052177
14298.046875	-82.856796
14319.580078	-82.847755
14341.113281	-84.123955
14362.646484	-83.722893
14384.179688	-84.686096
14405.712891	-85.479942
14427.246094	-86.308449
14448.779297	-88.423241
14470.312500	-90.724480
14491.845703	-89.063179
14513.378906	-89.231560
14534.912109	-86.694908
14556.445312	-84.205132
14577.978516	-88.234283
14599.511719	-90.041679
14621.044922	-86.264084
14642.578125	-83.939102
14664.111328	-85.029366
14685.644531	-83.398781
14707.177734	-83.504898
14728.710938	-86.243759
14750.244141	-86.457581
14771.777344	-87.342293
14793.310547	-88.057907
14814.843750	-89.018379
14836.376953	-91.003647
14857.910156	-89.890739
14879.443359	-85.913300
14900.976562	-84.652901
14922.509766	-84.671684
14944.042969	-84.235336
14965.576172	-82.782692
14987.109375	-83.851921
15008.642578	-82.949837
15030.175781	-81.547783
15051.708984	-83.353836
15073.242188	-84.196915
15094.775391	-85.484558
15116.308594	-87.849106
15137.841797	-88.011299
15159.375000	-89.841156
15180.908203	-90.448761
15202.441406	-87.443245
15223.974609	-85.824051
15245.507812	-87.372391
15267.041016	-89.837906
15288.574219	-90.398819
15310.107422	-92.943581
15331.640625	-95.327751
15353.173828	-96.225227
15374.707031	-97.711906
15396.240234	-93.554138
15417.773438	-94.618706
15439.306641	-100.480591
15460.839844	-100.708153
15482.373047	-99.411507
15503.906250	-97.951958
15525.439453	-95.221512
15546.972656	-91.731979
15568.505859	-91.528030
15590.039062	-94.227371
15611.572266	-92.989891
15633.105469	-93.364220
15654.638672	-95.517868
15676.171875	-94.444824
15697.705078	-95.129669
15719.238281	-93.650513
15740.771484	-91.669426
15762.304688	-93.169479
15783.837891	-93.946922
15805.371094	-93.903503
15826.904297	-92.154327
15848.437500	-91.395805
15869.970703	-88.022560
15891.503906	-87.929245
15913.037109	-88.790489
15934.570312	-86.499649
15956.103516	-85.318069
15977.636719	-86.025856
15999.169922	-84.576622
16020.703125	-87.384346
16042.236328	-89.984657
16063.769531	-90.145203
16085.302734	-91.913582
16106.835938	-93.458832
16128.369141	-94.565758
16149.902344	-93.809525
16171.435547	-94.595154
16192.968750	-94.093369
16214.501953	-95.130066
16236.035156	-97.220016
16257.568359	-94.490570
16279.101562	-92.676384
16300.634766	-93.809387
16322.167969	-91.704201
16343.701172	-92.751556
16365.234375	-94.025063
16386.767578	-96.014252
16408.300781	-97.686447
16429.833984	-96.707016
16451.367188	-98.168159
16472.900391	-98.166771
16494.433594	-94.340103
16515.966797	-91.975639
16537.500000	-93.101074
16559.033203	-98.200676
16580.566406	-100.713303
16602.099609	-104.294266
16623.632812	-105.665939
16645.166016	-105.728561
16666.699219	-105.301529
16688.232422	-102.777008
16709.765625	-98.426041
16731.298828	-99.689499
16752.832031	-103.871849
16774.365234	-104.125694
16795.898438	-102.764809
16817.431641	-102.939178
16838.964844	-101.189674
16860.498047	-99.570038
16882.031250	-100.249405
16903.564453	-98.752686
16925.097656	-99.656624
16946.630859	-100.280144
16968.164062	-98.816315
16989.697266	-97.026283
17011.230469	-96.155251
17032.763672	-96.013245
17054.296875	-97.582603
17075.830078	-99.413620
17097.363281	-99.308189
17118.896484	-99.063881
17140.429688	-99.993149
17161.962891	-103.055328
17183.496094	-104.788666
17205.029297	-107.461098
17226.562500	-103.392975
17248.095703	-101.842102
17269.628906	-101.036591
17291.162109	-98.509583
17312.695312	-96.354721
17334.228516	-94.898560
17355.761719	-93.249695
17377.294922	-92.485603
17398.828125	-94.560616
17420.361328	-94.230286
17441.894531	-92.758606
17463.427734	-92.611374
17484.960938	-91.629982
17506.494141	-89.822411
17528.027344	-92.042641
17549.560547	-93.700119
17571.093750	-94.555901
17592.626953	-97.819672
17614.160156	-97.943314
17635.693359	-95.705605
17657.226562	-96.770607
17678.759766	-97.283073
17700.292969	-98.410355
17721.826172	-99.005302
17743.359375	-99.367134
17764.892578	-99.916229
17786.425781	-97.758667
17807.958984	-96.153992
17829.492188	-92.726624
17851.025391	-93.409660
17872.558594	-94.328583
17894.091797	-94.554649
17915.625000	-96.217415
17937.158203	-96.075600
17958.691406	-95.155777
17980.224609	-95.990372
18001.757812	-95.600243
18023.291016	-96.538940
18044.824219	-98.443932
18066.357422	-98.125816
18087.890625	-96.471176
18109.423828	-95.368050
18130.957031	-92.798042
18152.490234	-90.109489
18174.023438	-92.753204
18195.556641	-94.634277
18217.089844	-95.504318
18238.623047	-96.797043
18260.156250	-97.286316
18281.689453	-97.503525
18303.222656	-96.860779
18324.755859	-95.473640
18346.289062	-94.530319
18367.822266	-95.654289
18389.355469	-96.214073
18410.888672	-95.037949
18432.421875	-93.948898
18453.955078	-93.084091
18475.488281	-90.635323
18497.021484	-92.047173
18518.554688	-93.982185
18540.087891	-94.666138
18561.621094	-95.370171
18583.154297	-94.912201
18604.687500	-94.246758
18626.220703	-95.137016
18647.753906	-94.580872
18669.287109	-94.601501
18690.820312	-93.395905
18712.353516	-91.973152
18733.886719	-90.664589
18755.419922	-90.281883
18776.953125	-89.633232
18798.486328	-89.717148
18820.019531	-89.024933
18841.552734	-88.472633
18863.085938	-90.202698
18884.619141	-91.663368
18906.152344	-91.763725
18927.685547	-90.603798
18949.218750	-92.110184
18970.751953	-92.548386
18992.285156	-92.048729
19013.818359	-90.770752
19035.351562	-90.824875
19056.884766	-90.058357
19078.417969	-90.244621
19099.951172	-89.308105
19121.484375	-91.247177
19143.017578	-91.947609
19164.550781	-91.415512
19186.083984	-91.338127
19207.617188	-93.302544
19229.150391	-95.315460
