Frequency (Hz)	Level (dB)
14039.648438	-88.012344
14061.181641	-87.824707
14082.714844	-86.732941
14104.248047	-85.955345
14125.781250	-85.377312
14147.314453	-86.409264
14168.847656	-82.449104
14190.380859	-81.711960
14211.914062	-85.119263
14233.447266	-84.535019
14254.980469	-82.611320
14276.513672	-83.597992
14298.046875	-83.634705
14319.580078	-84.398743
14341.113281	-87.057312
14362.646484	-87.536209
14384.179688	-88.977257
14405.712891	-89.667389
14427.246094	-89.566544
14448.779297	-89.530296
14470.312500	-89.650314
14491.845703	-88.682335
14513.378906	-87.445656
14534.912109	-88.957687
14556.445312	-89.994034
14577.978516	-87.805740
14599.511719	-88.153664
14621.044922	-90.159424
14642.578125	-89.897614
14664.111328	-91.684143
14685.644531	-93.371849
14707.177734	-94.461235
14728.710938	-93.600105
14750.244141	-91.877243
14771.777344	-92.164818
14793.310547	-92.418816
14814.843750	-91.596169
14836.376953	-90.627907
14857.910156	-90.775337
14879.443359	-91.171486
14900.976562	-88.185104
14922.509766	-87.166351
14944.042969	-88.811760
14965.576172	-88.234894
14987.109375	-90.589783
15008.642578	-93.029572
15030.175781	-92.436378
15051.708984	-92.719910
15073.242188	-93.564606
15094.775391	-94.350403
15116.308594	-94.528290
15137.841797	-95.019073
15159.375000	-94.156967
15180.908203	-93.767189
15202.441406	-91.949760
15223.974609	-89.721710
15245.507812	-88.749619
15267.041016	-88.176750
15288.574219	-88.186234
15310.107422	-88.505966
15331.640625	-90.470093
15353.173828	-91.212051
15374.707031	-90.774704
15396.240234	-89.879326
15417.773438	-90.348145
15439.306641	-89.945480
15460.839844	-89.818481
15482.373047	-88.535652
15503.906250	-88.045097
15525.439453	-88.458160
15546.972656	-88.350609
15568.505859	-87.545792
15590.039062	-86.386307
15611.572266	-87.010056
15633.105469	-88.512657
15654.638672	-89.820457
15676.171875	-90.395340
15697.705078	-89.133125
15719.238281	-89.308617
15740.771484	-87.975800
15762.304688	-87.638176
15783.837891	-87.655777
15805.371094	-88.192703
15826.904297	-88.750565
15848.437500	-89.023994
15869.970703	-87.644318
15891.503906	-85.741142
15913.037109	-84.831268
15934.570312	-84.039177
15956.103516	-83.725403
15977.636719	-86.026833
15999.169922	-87.802017
16020.703125	-88.816116
16042.236328	-88.484093
16063.769531	-89.366661
16085.302734	-91.634453
16106.835938	-92.964546
16128.369141	-93.677124
16149.902344	-95.623688
16171.435547	-98.058052
16192.968750	-99.331856
16214.501953	-98.877403
16236.035156	-98.500153
16257.568359	-98.706436
16279.101562	-98.087166
16300.634766	-98.298409
16322.167969	-101.085739
16343.701172	-103.544586
16365.234375	-103.824631
16386.767578	-104.891205
16408.300781	-106.888954
16429.833984	-108.455170
16451.367188	-108.883919
16472.900391	-109.203438
16494.433594	-107.247078
16515.966797	-105.458588
16537.500000	-103.645592
16559.033203	-101.365723
16580.566406	-100.300789
16602.099609	-101.372437
16623.632812	-100.676758
16645.166016	-100.524628
16666.699219	-102.760338
16688.232422	-103.829628
16709.765625	-103.614494
16731.298828	-103.233566
16752.832031	-103.662888
16774.365234	-105.359962
16795.898438	-104.783180
16817.431641	-104.046188
16838.964844	-104.332809
16860.498047	-103.273651
16882.031250	-101.987343
16903.564453	-101.775208
16925.097656	-101.312019
16946.630859	-101.981789
16968.164062	-101.530754
16989.697266	-103.175056
17011.230469	-104.554726
17032.763672	-104.235016
17054.296875	-103.846115
17075.830078	-103.068100
17097.363281	-102.057236
17118.896484	-103.214867
17140.429688	-102.595436
17161.962891	-101.842216
17183.496094	-101.158226
17205.029297	-98.061607
17226.562500	-95.741341
17248.095703	-94.400414
17269.628906	-94.097298
17291.162109	-93.016312
17312.695312	-94.814026
17334.228516	-98.061867
17355.761719	-97.747635
17377.294922	-98.766655
17398.828125	-98.293098
17420.361328	-96.716614
17441.894531	-98.104050
17463.427734	-96.571739
17484.960938	-95.043213
17506.494141	-96.252731
17528.027344	-96.809891
17549.560547	-94.987099
17571.093750	-94.511475
17592.626953	-94.831139
17614.160156	-95.096992
17635.693359	-94.855797
17657.226562	-95.403938
17678.759766	-94.507538
17700.292969	-94.047943
17721.826172	-95.165932
17743.359375	-95.186928
17764.892578	-95.532227
17786.425781	-93.720139
17807.958984	-92.200676
17829.492188	-93.204643
17851.025391	-92.229652
17872.558594	-89.409142
17894.091797	-89.393356
17915.625000	-89.853104
17937.158203	-89.119118
17958.691406	-89.967880
17980.224609	-93.490837
18001.757812	-95.659195
18023.291016	-95.813034
18044.824219	-97.561462
18066.357422	-98.913177
18087.890625	-98.729027
18109.423828	-100.071968
18130.957031	-97.223854
18152.490234	-98.157204
18174.023438	-99.708534
18195.556641	-98.646927
18217.089844	-97.706062
18238.623047	-96.304405
18260.156250	-95.357018
18281.689453	-92.995232
18303.222656	-93.259926
18324.755859	-94.247360
18346.289062	-94.516930
18367.822266	-94.245804
18389.355469	-95.067368
18410.888672	-95.573792
18432.421875	-95.186775
18453.955078	-93.991951
18475.488281	-93.154465
18497.021484	-93.080856
18518.554688	-90.712952
18540.087891	-88.564873
18561.621094	-88.683632
18583.154297	-89.654274
18604.687500	-89.569725
18626.220703	-90.131836
18647.753906	-92.586945
18669.287109	-93.680557
18690.820312	-96.207832
18712.353516	-96.291061
18733.886719	-96.467857
18755.419922	-97.490051
18776.953125	-97.496964
18798.486328	-96.983963
18820.019531	-96.220352
18841.552734	-96.328957
18863.085938	-96.744026
18884.619141	-95.130661
18906.152344	-93.506866
18927.685547	-93.500183
18949.218750	-95.199013
18970.751953	-97.189186
18992.285156	-98.332321
19013.818359	-98.409859
19035.351562	-98.759109
19056.884766	-99.723259
19078.417969	-100.885941
19099.951172	-101.491249
