Frequency (Hz)	Level (dB)
19336.816406	-94.469299
19358.349609	-96.688454
19379.882812	-97.648140
19401.416016	-96.083298
19422.949219	-97.321404
19444.482422	-98.287552
19466.015625	-98.474915
19487.548828	-99.686180
19509.082031	-101.135323
19530.615234	-102.440369
19552.148438	-103.572052
19573.681641	-102.536537
19595.214844	-100.866714
19616.748047	-101.196617
19638.281250	-100.522804
19659.814453	-98.542542
19681.347656	-97.023521
19702.880859	-97.961166
19724.414062	-97.845947
19745.947266	-96.118263
19767.480469	-97.543358
19789.013672	-97.777817
19810.546875	-99.072807
19832.080078	-101.693489
19853.613281	-100.696899
19875.146484	-99.444122
19896.679688	-100.604439
19918.212891	-101.108139
19939.746094	-100.410141
19961.279297	-99.480576
19982.812500	-97.537605
20004.345703	-94.913155
20025.878906	-94.210312
20047.412109	-96.474693
20068.945312	-96.797226
20090.478516	-95.506302
20112.011719	-94.581085
20133.544922	-94.860878
20155.078125	-95.095055
20176.611328	-97.903297
20198.144531	-97.775780
20219.677734	-96.411949
20241.210938	-95.616333
20262.744141	-97.098312
20284.277344	-97.512856
20305.810547	-96.958710
20327.343750	-96.239349
20348.876953	-93.630882
20370.410156	-94.821159
20391.943359	-97.880501
20413.476562	-97.229836
20435.009766	-96.445877
20456.542969	-98.265244
20478.076172	-99.295746
20499.609375	-99.686279
20521.142578	-98.382019
20542.675781	-96.579391
20564.208984	-96.500526
20585.742188	-98.337997
20607.275391	-98.909737
20628.808594	-99.241684
20650.341797	-98.257385
20671.875000	-98.789940
20693.408203	-99.520203
20714.941406	-99.716980
20736.474609	-101.707848
20758.007812	-100.321777
20779.541016	-100.121185
20801.074219	-103.849091
20822.607422	-103.634079
20844.140625	-102.711449
20865.673828	-102.298134
20887.207031	-101.911285
20908.740234	-102.624405
20930.273438	-103.085114
20951.806641	-101.189682
20973.339844	-99.707581
20994.873047	-98.156227
21016.406250	-97.101433
21037.939453	-97.776634
21059.472656	-98.878098
21081.005859	-100.303673
21102.539062	-99.036163
21124.072266	-98.705940
21145.605469	-98.137543
21167.138672	-97.860008
21188.671875	-99.391258
21210.205078	-99.930290
21231.738281	-98.850708
21253.271484	-99.204659
21274.804688	-100.754906
21296.337891	-101.983177
21317.871094	-102.576431
21339.404297	-101.167107
21360.937500	-98.430595
21382.470703	-98.230980
21404.003906	-100.804718
21425.537109	-98.430756
21447.070312	-97.765007
21468.603516	-98.403267
21490.136719	-97.513306
21511.669922	-98.621346
21533.203125	-100.725960
21554.736328	-99.107231
21576.269531	-98.591896
21597.802734	-98.952805
21619.335938	-99.007240
21640.869141	-101.436317
21662.402344	-102.809006
21683.935547	-102.087440
21705.468750	-101.529610
21727.001953	-103.300758
21748.535156	-104.690445
21770.068359	-103.168358
21791.601562	-103.437561
21813.134766	-104.237953
21834.667969	-105.056122
21856.201172	-106.244568
21877.734375	-106.266960
21899.267578	-105.007553
21920.800781	-106.672539
21942.333984	-109.672722
21963.867188	-110.104813
21985.400391	-110.452812
22006.933594	-112.839859
22028.466797	-111.631493
